Ticker,Date,Close/Last,Volume,Open,High,Low
GOOGL,05/31/2023,$122.87 ,37325790,$122.75 ,$124.06 ,$122.50 
GOOGL,05/30/2023,$123.67 ,35076660,$125.64 ,$125.66 ,$122.00 
GOOGL,05/26/2023,$124.61 ,35635940,$123.17 ,$125.26 ,$122.45 
GOOGL,05/25/2023,$123.48 ,42316990,$124.52 ,$125.32 ,$121.96 
GOOGL,05/24/2023,$120.90 ,34182640,$121.12 ,$121.91 ,$119.86 
GOOGL,05/23/2023,$122.56 ,34046250,$124.16 ,$124.63 ,$122.21 
GOOGL,05/22/2023,$125.05 ,35253030,$122.94 ,$126.43 ,$122.74 
GOOGL,05/19/2023,$122.76 ,41353450,$123.55 ,$125.97 ,$122.15 
GOOGL,05/18/2023,$122.83 ,35234230,$120.95 ,$123.31 ,$120.83 
GOOGL,05/17/2023,$120.84 ,33323590,$119.61 ,$121.67 ,$118.89 
GOOGL,05/16/2023,$119.51 ,45035560,$116.49 ,$120.75 ,$116.43 
GOOGL,05/15/2023,$116.51 ,36266770,$116.11 ,$118.48 ,$116.01 
GOOGL,05/12/2023,$117.51 ,41102330,$116.68 ,$118.03 ,$116.11 
GOOGL,05/11/2023,$116.57 ,78900030,$115.40 ,$117.92 ,$114.41 
GOOGL,05/10/2023,$111.75 ,63153370,$107.97 ,$112.94 ,$107.93 
GOOGL,05/09/2023,$107.35 ,36360140,$108.39 ,$110.15 ,$107.19 
GOOGL,05/08/2023,$107.77 ,26511450,$105.18 ,$107.96 ,$105.16 
GOOGL,05/05/2023,$105.57 ,26639250,$104.82 ,$105.88 ,$104.11 
GOOGL,05/04/2023,$104.69 ,23419510,$105.49 ,$105.60 ,$103.97 
GOOGL,05/03/2023,$105.41 ,21795410,$105.53 ,$107.49 ,$104.96 
GOOGL,05/02/2023,$105.32 ,30997250,$107.14 ,$107.20 ,$103.71 
GOOGL,05/01/2023,$107.20 ,26681680,$106.84 ,$107.99 ,$106.82 
GOOGL,04/28/2023,$107.34 ,36139850,$107.04 ,$107.35 ,$105.09 
GOOGL,04/27/2023,$107.59 ,50089190,$104.45 ,$108.37 ,$103.54 
GOOGL,04/26/2023,$103.71 ,53347560,$104.92 ,$106.35 ,$102.63 
GOOGL,04/25/2023,$103.85 ,46664100,$105.83 ,$106.69 ,$103.84 
GOOGL,04/24/2023,$105.97 ,23542830,$105.49 ,$106.63 ,$104.70 
GOOGL,04/21/2023,$105.41 ,25800080,$105.47 ,$106.00 ,$104.78 
GOOGL,04/20/2023,$105.29 ,27820790,$103.91 ,$106.25 ,$103.87 
GOOGL,04/19/2023,$104.18 ,20905680,$103.58 ,$104.98 ,$103.07 
GOOGL,04/18/2023,$104.50 ,26596450,$106.49 ,$106.54 ,$104.07 
GOOGL,04/17/2023,$105.97 ,37571220,$104.66 ,$106.16 ,$104.52 
GOOGL,04/14/2023,$108.87 ,26578000,$106.89 ,$108.94 ,$106.84 
GOOGL,04/13/2023,$107.43 ,24843580,$105.84 ,$107.49 ,$105.84 
GOOGL,04/12/2023,$104.64 ,24370270,$106.58 ,$106.75 ,$104.34 
GOOGL,04/11/2023,$105.35 ,26311800,$106.55 ,$106.73 ,$104.68 
GOOGL,04/10/2023,$106.44 ,27067360,$106.98 ,$107.59 ,$105.12 
GOOGL,04/06/2023,$108.42 ,48711480,$105.26 ,$109.17 ,$104.33 
GOOGL,04/05/2023,$104.47 ,28290500,$105.78 ,$106.10 ,$103.66 
GOOGL,04/04/2023,$104.72 ,24420080,$104.33 ,$105.58 ,$104.04 
GOOGL,04/03/2023,$104.36 ,25035400,$102.39 ,$104.53 ,$101.93 
GOOGL,03/31/2023,$103.73 ,36863370,$101.30 ,$103.89 ,$101.04 
GOOGL,03/30/2023,$100.89 ,33086180,$100.91 ,$101.16 ,$99.78 
GOOGL,03/29/2023,$101.39 ,28779570,$102.28 ,$102.49 ,$100.65 
GOOGL,03/28/2023,$101.03 ,32057870,$102.44 ,$102.45 ,$99.74 
GOOGL,03/27/2023,$102.46 ,31120860,$104.62 ,$104.76 ,$101.93 
GOOGL,03/24/2023,$105.44 ,30411040,$104.99 ,$105.49 ,$103.84 
GOOGL,03/23/2023,$105.60 ,40797770,$105.06 ,$106.30 ,$104.46 
GOOGL,03/22/2023,$103.37 ,43427420,$104.27 ,$106.59 ,$103.33 
GOOGL,03/21/2023,$104.92 ,42110280,$101.25 ,$105.10 ,$101.22 
GOOGL,03/20/2023,$101.22 ,32960440,$100.12 ,$101.75 ,$99.87 
GOOGL,03/17/2023,$101.62 ,61028550,$100.26 ,$102.84 ,$100.10 
GOOGL,03/16/2023,$100.32 ,65567660,$96.20 ,$101.19 ,$95.50 
GOOGL,03/15/2023,$96.11 ,50622050,$93.22 ,$96.93 ,$92.64 
GOOGL,03/14/2023,$93.97 ,36050210,$92.56 ,$94.36 ,$92.44 
GOOGL,03/13/2023,$91.11 ,37335570,$90.09 ,$92.57 ,$89.42 
GOOGL,03/10/2023,$90.63 ,35941050,$92.17 ,$92.79 ,$90.40 
GOOGL,03/09/2023,$92.32 ,28813530,$94.05 ,$95.53 ,$91.90 
GOOGL,03/08/2023,$94.25 ,34103270,$94.12 ,$95.96 ,$94.00 
GOOGL,03/07/2023,$93.86 ,27835480,$94.98 ,$95.67 ,$93.53 
GOOGL,03/06/2023,$95.13 ,32639310,$94.02 ,$95.97 ,$94.00 
GOOGL,03/03/2023,$93.65 ,35160110,$92.48 ,$93.73 ,$92.45 
GOOGL,03/02/2023,$92.00 ,32226230,$89.66 ,$92.28 ,$89.59 
GOOGL,03/01/2023,$90.36 ,31111230,$89.98 ,$91.03 ,$89.67 
GOOGL,02/28/2023,$90.06 ,30142040,$89.33 ,$91.23 ,$89.32 
GOOGL,02/27/2023,$89.87 ,27502300,$89.87 ,$90.16 ,$89.34 
GOOGL,02/24/2023,$89.13 ,36585090,$89.44 ,$89.89 ,$88.58 
GOOGL,02/23/2023,$90.89 ,41206380,$91.92 ,$91.94 ,$89.76 
GOOGL,02/22/2023,$91.65 ,30884020,$91.70 ,$92.11 ,$90.61 
GOOGL,02/21/2023,$91.79 ,33629260,$93.00 ,$93.10 ,$91.72 
GOOGL,02/17/2023,$94.35 ,34284120,$94.85 ,$95.56 ,$93.21 
GOOGL,02/16/2023,$95.51 ,42462620,$95.37 ,$97.68 ,$94.74 
GOOGL,02/15/2023,$96.94 ,50298480,$94.49 ,$97.12 ,$94.15 
GOOGL,02/14/2023,$94.68 ,54726120,$94.43 ,$94.85 ,$92.26 
GOOGL,02/13/2023,$94.61 ,50076120,$94.74 ,$95.20 ,$93.84 
GOOGL,02/10/2023,$94.57 ,54980700,$95.45 ,$96.75 ,$94.25 
GOOGL,02/09/2023,$95.01 ,119455000,$100.00 ,$100.03 ,$93.63 
GOOGL,02/08/2023,$99.37 ,94743520,$102.05 ,$103.14 ,$98.04 
GOOGL,02/07/2023,$107.64 ,49010230,$103.22 ,$108.18 ,$103.12 
GOOGL,02/06/2023,$102.90 ,31999560,$102.40 ,$104.36 ,$101.88 
GOOGL,02/03/2023,$104.78 ,65309260,$102.93 ,$107.81 ,$102.58 
GOOGL,02/02/2023,$107.74 ,69883760,$105.80 ,$107.85 ,$105.61 
GOOGL,02/01/2023,$100.43 ,35531100,$98.71 ,$101.19 ,$97.58 
GOOGL,01/31/2023,$98.84 ,29870670,$96.87 ,$98.88 ,$96.82 
GOOGL,01/30/2023,$96.94 ,27226200,$97.48 ,$98.29 ,$96.40 
GOOGL,01/27/2023,$99.37 ,33879750,$97.31 ,$100.32 ,$97.31 
GOOGL,01/26/2023,$97.52 ,30113970,$96.50 ,$97.57 ,$95.38 
GOOGL,01/25/2023,$95.22 ,42329950,$95.57 ,$96.16 ,$93.76 
GOOGL,01/24/2023,$97.70 ,33078510,$98.10 ,$99.61 ,$97.20 
GOOGL,01/23/2023,$99.79 ,40005060,$97.95 ,$100.04 ,$97.50 
GOOGL,01/20/2023,$98.02 ,63191080,$95.10 ,$98.30 ,$95.02 
GOOGL,01/19/2023,$93.05 ,37000400,$90.72 ,$93.61 ,$90.63 
GOOGL,01/18/2023,$91.12 ,29116690,$92.14 ,$92.80 ,$90.64 
GOOGL,01/17/2023,$91.29 ,32602420,$92.06 ,$92.25 ,$90.05 
GOOGL,01/13/2023,$92.12 ,26329210,$90.85 ,$92.19 ,$90.13 
GOOGL,01/12/2023,$91.13 ,30258140,$91.48 ,$91.87 ,$89.75 
GOOGL,01/11/2023,$91.52 ,26861970,$89.18 ,$91.60 ,$89.01 
GOOGL,01/10/2023,$88.42 ,30467760,$85.98 ,$88.67 ,$85.83 
GOOGL,01/09/2023,$88.02 ,29003900,$88.36 ,$90.05 ,$87.86 
GOOGL,01/06/2023,$87.34 ,41381500,$86.79 ,$87.69 ,$84.86 
GOOGL,01/05/2023,$86.20 ,27194380,$87.47 ,$87.57 ,$85.90 
GOOGL,01/04/2023,$88.08 ,34854780,$90.35 ,$90.65 ,$87.27 
GOOGL,01/03/2023,$89.12 ,28131220,$89.59 ,$91.05 ,$88.52 
GOOGL,12/30/2022,$88.23 ,23986300,$86.98 ,$88.30 ,$86.57 
GOOGL,12/29/2022,$88.45 ,23333540,$86.62 ,$88.85 ,$86.61 
GOOGL,12/28/2022,$86.02 ,19523180,$86.98 ,$88.04 ,$85.94 
GOOGL,12/27/2022,$87.39 ,20097350,$88.80 ,$88.94 ,$87.01 
GOOGL,12/23/2022,$89.23 ,23003040,$87.11 ,$89.55 ,$87.07 
GOOGL,12/22/2022,$87.76 ,27658290,$88.16 ,$88.54 ,$86.32 
GOOGL,12/21/2022,$89.58 ,24745640,$89.08 ,$90.22 ,$88.32 
GOOGL,12/20/2022,$89.02 ,23453840,$88.11 ,$89.18 ,$87.44 
GOOGL,12/19/2022,$88.44 ,29493030,$90.26 ,$90.56 ,$88.21 
GOOGL,12/16/2022,$90.26 ,58011850,$90.76 ,$91.33 ,$89.52 
GOOGL,12/15/2022,$90.86 ,40107030,$93.13 ,$93.64 ,$90.01 
GOOGL,12/14/2022,$95.07 ,28733600,$95.20 ,$96.87 ,$93.60 
GOOGL,12/13/2022,$95.63 ,40593660,$97.76 ,$99.53 ,$95.03 
GOOGL,12/12/2022,$93.31 ,29009010,$92.71 ,$93.56 ,$91.61 
GOOGL,12/09/2022,$92.83 ,28225450,$93.77 ,$94.26 ,$92.75 
GOOGL,12/08/2022,$93.71 ,32213290,$95.38 ,$95.58 ,$93.45 
GOOGL,12/07/2022,$94.94 ,31045450,$96.41 ,$96.88 ,$94.72 
GOOGL,12/06/2022,$96.98 ,24910660,$99.30 ,$99.78 ,$96.42 
GOOGL,12/05/2022,$99.48 ,24405090,$99.40 ,$101.38 ,$99.00 
GOOGL,12/02/2022,$100.44 ,21480700,$99.05 ,$100.77 ,$98.90 
GOOGL,12/01/2022,$100.99 ,28687100,$101.02 ,$102.25 ,$100.25 
GOOGL,11/30/2022,$100.99 ,43647480,$94.82 ,$101.04 ,$94.42 
GOOGL,11/29/2022,$95.19 ,20061720,$95.73 ,$96.12 ,$94.11 
GOOGL,11/28/2022,$96.05 ,26252430,$97.04 ,$97.58 ,$95.61 
GOOGL,11/25/2022,$97.46 ,9701441,$98.24 ,$98.64 ,$97.40 
GOOGL,11/23/2022,$98.46 ,18868090,$97.09 ,$98.76 ,$97.09 
GOOGL,11/22/2022,$97.05 ,23438480,$95.95 ,$97.22 ,$94.05 
GOOGL,11/21/2022,$95.60 ,21647390,$97.29 ,$98.40 ,$95.36 
GOOGL,11/18/2022,$97.43 ,28342300,$98.77 ,$98.90 ,$96.37 
GOOGL,11/17/2022,$98.36 ,26052600,$96.97 ,$99.28 ,$96.79 
GOOGL,11/16/2022,$98.85 ,29105150,$97.90 ,$99.64 ,$97.64 
GOOGL,11/15/2022,$98.44 ,41640820,$98.26 ,$100.14 ,$96.71 
GOOGL,11/14/2022,$95.70 ,30179540,$95.09 ,$96.79 ,$94.51 
GOOGL,11/11/2022,$96.41 ,33090480,$94.69 ,$96.93 ,$93.92 
GOOGL,11/10/2022,$93.94 ,51620140,$92.25 ,$94.39 ,$91.61 
GOOGL,11/09/2022,$87.32 ,31769100,$88.45 ,$89.44 ,$87.28 
GOOGL,11/08/2022,$88.90 ,30429030,$88.90 ,$90.32 ,$87.59 
GOOGL,11/07/2022,$88.49 ,34078910,$87.28 ,$88.90 ,$86.85 
GOOGL,11/04/2022,$86.58 ,51124900,$85.40 ,$86.64 ,$83.71 
GOOGL,11/03/2022,$83.43 ,61288020,$86.32 ,$86.52 ,$83.34 
GOOGL,11/02/2022,$86.97 ,57038280,$90.94 ,$91.18 ,$86.88 
GOOGL,11/01/2022,$90.47 ,47161350,$95.45 ,$96.03 ,$90.37 
GOOGL,10/31/2022,$94.51 ,31675040,$95.42 ,$96.03 ,$93.98 
